team,type,name,header,bio,link
Virginia Commonwealth University,player,Jamir Watkins,"0 Jamir Watkins Height 6-7 Weight 210 Class Freshman Hometown Trenton, N.J. Highschool Trenton Catholic","#LetsGoVCU var obj = {""start"":0,""count"":10,""name"":""header-icons-931c73"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""1a23a1c4-144f-4639-a883-54145587b415"",""data"":{""location"":{""id"":133,""title"":""Header Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""header-icons-931c73"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":1,""title"":""Facebook"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=1&target=https://www.facebook.com/govcurams/"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":2,""title"":""Twitter"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=2&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":3,""title"":""Instagram"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=3&target=https://www.instagram.com/vcuathletics/"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":4,""title"":""Watch"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=4&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":5,""title"":""Monitor"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=5&target=https://plus.espn.com/"",""icon"":""sf-monitor"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":6,""title"":""Stats"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=6&target=http://www.statbroadcast.com/events/statbroadcast.php?gid=vcu$$theme=vcu"",""icon"":""sf-stats"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""header-icons-931c73"",""content_title"":""header-icons-931c73"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); THE BASICS His versatility and athleticism are an outstanding fit for VCU’s fast-paced attack Should compete for playing time at multiple positions Chose VCU over interest from Seton Hall, St. John’s, Virginia Tech, West Virginia and others PRIOR TO VCU Named Third Team All-State by NJ.com following his senior season Named Trentonian Area Player of the Year, as well as Mercer County Tournament MVP, in 2020 Three-time Trenton County Champion Helped lift Trenton Catholic to the State Quarterfinals as a senior Led the Burlington County League at 23.5 points per game in 2019-20; Also averaged 5.4 rebounds PERSONALFull name: Jamir WatkinsNickname: MirBirthday: July 6Parent: Tonya WatkinsSiblings: Emani (13)Major: UndecidedPlans after basketball: To take care of my familyWhy you chose No. 0: I like zero There is no related content available. Related Headlines Related Press Clips Related Videos Related Photos Season Statistics Season Statistics No statistics available for this season. Career Statistics There are no statistics available for this player. VCU Athletics © 2020 Virginia Commonwealth University Athletics Follow Us On Social Media: var obj = {""start"":0,""count"":10,""name"":""footer-icons-46858a"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""3316f4a0-c72d-4b2d-81fd-bc3724297e1c"",""data"":{""location"":{""id"":144,""title"":""Footer Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""footer-icons-46858a"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":18,""title"":""Facebook"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=18&target=https://www.facebook.com/govcurams"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":19,""title"":""Twitter"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=19&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":20,""title"":""Instagram"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=20&target=https://www.instagram.com/vcuathletics"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":21,""title"":""YouTube"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=21&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""footer-icons-46858a"",""content_title"":""footer-icons-46858a"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); Privacy Accessibility Webmaster",https://vcuathletics.com//sports/mens-basketball/roster/jamir-watkins/3658
Virginia Commonwealth University,player,Adrian Baldwin Jr.,"1 Adrian Baldwin Jr. Height 6-0 Weight 170 Class Freshman Hometown Baltimore, Md. Highschool St. Frances Academy","#LetsGoVCU var obj = {""start"":0,""count"":10,""name"":""header-icons-931c73"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""6056b368-6130-4d73-8306-5bf1504cbd61"",""data"":{""location"":{""id"":133,""title"":""Header Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""header-icons-931c73"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":1,""title"":""Facebook"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=1&target=https://www.facebook.com/govcurams/"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":2,""title"":""Twitter"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=2&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":3,""title"":""Instagram"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=3&target=https://www.instagram.com/vcuathletics/"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":4,""title"":""Watch"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=4&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":5,""title"":""Monitor"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=5&target=https://plus.espn.com/"",""icon"":""sf-monitor"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":6,""title"":""Stats"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=6&target=http://www.statbroadcast.com/events/statbroadcast.php?gid=vcu$$theme=vcu"",""icon"":""sf-stats"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""header-icons-931c73"",""content_title"":""header-icons-931c73"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); There is no related content available. Related Headlines Related Press Clips Related Videos Related Photos Season Statistics Season Statistics No statistics available for this season. Career Statistics There are no statistics available for this player. VCU Athletics © 2020 Virginia Commonwealth University Athletics Follow Us On Social Media: var obj = {""start"":0,""count"":10,""name"":""footer-icons-46858a"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""e034e137-a810-4010-8a5a-4c932a2f177c"",""data"":{""location"":{""id"":144,""title"":""Footer Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""footer-icons-46858a"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":18,""title"":""Facebook"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=18&target=https://www.facebook.com/govcurams"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":19,""title"":""Twitter"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=19&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":20,""title"":""Instagram"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=20&target=https://www.instagram.com/vcuathletics"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":21,""title"":""YouTube"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=21&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""footer-icons-46858a"",""content_title"":""footer-icons-46858a"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); Privacy Accessibility Webmaster",https://vcuathletics.com//sports/mens-basketball/roster/adrian-baldwin-jr-/3646
Virginia Commonwealth University,player,Mikeal Brown-Jones,"2 Mikeal Brown-Jones Height 6-8 Weight 210 Class Freshman Hometown Philadelphia, Pa. Highschool IMG Academy","#LetsGoVCU var obj = {""start"":0,""count"":10,""name"":""header-icons-931c73"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""94a3d901-8dff-44d3-a877-095e9db28b65"",""data"":{""location"":{""id"":133,""title"":""Header Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""header-icons-931c73"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":1,""title"":""Facebook"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=1&target=https://www.facebook.com/govcurams/"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":2,""title"":""Twitter"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=2&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":3,""title"":""Instagram"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=3&target=https://www.instagram.com/vcuathletics/"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":4,""title"":""Watch"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=4&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":5,""title"":""Monitor"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=5&target=https://plus.espn.com/"",""icon"":""sf-monitor"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":6,""title"":""Stats"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=6&target=http://www.statbroadcast.com/events/statbroadcast.php?gid=vcu$$theme=vcu"",""icon"":""sf-stats"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""header-icons-931c73"",""content_title"":""header-icons-931c73"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); THE BASICS Versatile forward with outstanding defensive instincts and inside-out scoring ability His length and athleticism mesh well with VCU Coach Mike Rhoades’ aggressive defensive system Chose VCU after receiving interest from Penn State, Temple, Villanova, South Florida and others PRIOR TO VCU Helped lift IMG Academy to a victory in the Geico High School Nationals Championship and a 31-1 record in 2018-19 Averaged 17.9 points and 7.1 rebounds, while shooting 61 percent from the field, including 39 percent from beyond the arc, as a senior in 2019-20 Overall, he helped guide IMG to a 50-8 record in two seasons As a sophomore, he led Girard College in Philadelphia to the PIAA Class A State Championship Game; Averaged 22.0 points, 8.8 rebounds and 2.3 blocks per game that season PERSONALFull name: Mikeal Brown-JonesNickname: KealBirthday: Feb. 22Parents: Johnathan Stewart and Adrienne JonesHometown: Philadelphia, Pa.Major: Homeland SecurityOutside interests: I love exploring different forms of art; tattoos, murals, even musicPlans after basketball: Opening a center where under underprivileged kids have a safe place to strive for their own greatnessWhy you chose No. 2: I have always been second my whole life. I’ve always been the second option There is no related content available. Related Headlines Related Press Clips Related Videos Related Photos Season Statistics Season Statistics No statistics available for this season. Career Statistics There are no statistics available for this player. VCU Athletics © 2020 Virginia Commonwealth University Athletics Follow Us On Social Media: var obj = {""start"":0,""count"":10,""name"":""footer-icons-46858a"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""80842653-108f-4463-b3e2-743223bef08c"",""data"":{""location"":{""id"":144,""title"":""Footer Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""footer-icons-46858a"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":18,""title"":""Facebook"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=18&target=https://www.facebook.com/govcurams"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":19,""title"":""Twitter"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=19&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":20,""title"":""Instagram"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=20&target=https://www.instagram.com/vcuathletics"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":21,""title"":""YouTube"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=21&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""footer-icons-46858a"",""content_title"":""footer-icons-46858a"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); Privacy Accessibility Webmaster",https://vcuathletics.com//sports/mens-basketball/roster/mikeal-brown-jones/3648
Virginia Commonwealth University,player,Corey Douglas Jr. 2018-19Redshirt Sophomore 2019-20Redshirt Junior 2020-21Redshirt Senior,"4 Corey Douglas Jr. Height 6-8 Weight 220 Class Redshirt Senior Hometown Louisville, Ky. Highschool Fork Union Military Academy (Tallahassee CC)","#LetsGoVCU var obj = {""start"":0,""count"":10,""name"":""header-icons-931c73"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""161ec92f-d34b-4518-bccf-aaf3edacff79"",""data"":{""location"":{""id"":133,""title"":""Header Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""header-icons-931c73"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":1,""title"":""Facebook"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=1&target=https://www.facebook.com/govcurams/"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":2,""title"":""Twitter"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=2&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":3,""title"":""Instagram"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=3&target=https://www.instagram.com/vcuathletics/"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":4,""title"":""Watch"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=4&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":5,""title"":""Monitor"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=5&target=https://plus.espn.com/"",""icon"":""sf-monitor"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":6,""title"":""Stats"",""start_date"":""2020-05-14T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=6&target=http://www.statbroadcast.com/events/statbroadcast.php?gid=vcu$$theme=vcu"",""icon"":""sf-stats"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""header-icons-931c73"",""content_title"":""header-icons-931c73"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); THE BASICS Athletic post player. Runs the floor well and dangerous as a shot blocker Has added 20 pounds to his frame since arriving on campus Transfer from Tallahassee Community College who started his college career with Mike Rhoades at Rice 2019-20 (REDSHIRT JUNIOR) Played in 26 games, including three starts, and averaged 3.5 points and 2.5 rebounds in 12.1 minutes per game. Shot .487 from the field Ranked second on the team with 24 blocked shots Poured in a season-high 11 points and grabbed eight rebounds in a win over Richmond (Jan. 28) Scored six points and blocked three shots in a victory over Florida Gulf Coast (Nov. 23) Connected on all four field goal attempts and finished with eight points and four rebounds in a win at La Salle (Dec. 29) 2018-19 (REDSHIRT SOPHOMORE) Appeared in all 33 games and made 10 starts. Averaged 3.5 points and 3.5 rebounds per game while shooting .511 (48-of-94) from the field Recorded a team-high 51 blocked shots, despite ranking ninth in minutes per game (14.2) Scored a season-high 11 points with five rebounds and four blocks in a win over Iona (Dec. 1) Blocked four shots in a game three times Corralled a season-best nine rebounds in wins over Bowling Green (Nov. 12) and Richmond (Feb. 13) PRIOR TO VCU Averaged 13.3 points, 7.9 rebounds and 2.7 blocks per game in 2017-18 for Tallahassee Community College, while shooting .534 from the floor and .709 from the line Appeared in nine games, including eight starts, for Rhoades at Rice as a true freshman in 2016-17 before he was sidelined by an injury. Received a medical redshirt from the NCAA Averaged 4.4 points and 3.8 rebounds in 17.2 minutes for the Owls in those nine games. Connected on 17-of-20 attempts from the floor. Recorded a season-high 11 points, nine rebounds and three blocks against Texas Southern on Nov. 16 Helped lead Fork Union Academy to a 26-7 record and a berth in the Prep School National Tournament in 2015-16; Averaged 13 points, 14 rebounds and three blocks per game Set a school record for blocked shots as a senior at Ballard High School in Louisville, Ky. Helped lift the Bruins to a 32-3 mark and a quarterfinal berth in the Kentucky High School Athletic Association Sweet Sixteen Tournament; Named All-District and All-Region PERSONALFull name: Corey Lamont Douglas Jr.Parents: Corey Douglas Sr. and Natasha DouglasBirthdate: July 3, 1996Nickname: WOPHometown: Louisville, Ky.Major: Communications/Strategic AdvertisingFast fact: Enjoys drawing and paintingPlans after basketball: Get into coaching or become an agentWears No. 4 because: “My dad’s number was 4, and I wore it my senior year in high school.” There is no related content available. Related Headlines Related Press Clips Related Videos Related Photos Season: 2020-21 2018-19 2019-20 2020-21 Season Statistics Season Statistics No statistics available for this season. Career Statistics There are no statistics available for this player. VCU Athletics © 2020 Virginia Commonwealth University Athletics Follow Us On Social Media: var obj = {""start"":0,""count"":10,""name"":""footer-icons-46858a"",""sport_id"":null,""count_breakpoints"":null,""css_class"":"""",""pinned_id"":"""",""extra"":{},""context"":null,""type"":""ads"",""id"":""b5c0f438-70c1-488e-a83e-73da4335956d"",""data"":{""location"":{""id"":144,""title"":""Footer Icons"",""type"":""icons"",""effect"":""none"",""fixed_image_sizes"":false,""excluded_sport_ids"":[],""slick"":false,""dfp"":false,""sidearm_dfp"":false,""common_page"":false,""html_template"":null,""name"":""footer-icons-46858a"",""autoplay_speed"":8,""accessibility_icons"":true,""sizes"":null,""slick_options"":null,""dfp_sizes"":null},""campaigns"":[{""id"":18,""title"":""Facebook"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=18&target=https://www.facebook.com/govcurams"",""icon"":""sf-facebook-square"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":19,""title"":""Twitter"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=19&target=https://twitter.com/VCUAthletics"",""icon"":""sf-twitter"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":20,""title"":""Instagram"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=20&target=https://www.instagram.com/vcuathletics"",""icon"":""sf-instagram"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null},{""id"":21,""title"":""YouTube"",""start_date"":""2020-05-19T00:00:00"",""end_date"":null,""open_in_new_window"":true,""link"":""/common/controls/adhandler.aspx?ad_id=21&target=https://www.youtube.com/user/vcuathletics"",""icon"":""sf-youtube-play"",""html"":null,""picture"":null,""css_class"":null,""is_dummy"":false,""hover_text"":null}],""content_id"":""footer-icons-46858a"",""content_title"":""footer-icons-46858a"",""content_date"":null,""content_url"":null,""content_image_url"":null},""mode"":""web""}; if (!(""sidearmComponents"" in window)) window.sidearmComponents = []; window.sidearmComponents.push(obj); Privacy Accessibility Webmaster",https://vcuathletics.com//sports/mens-basketball/roster/corey-douglas-jr-/3679
